time_since_start,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,lat,lon,speed_gt,heading_gt
5.401,-0.29688,2.94966,10.52970,0.51191,-0.19426,0.05742,31.2510152,75.7054050,0.560,256.50
5.505,1.46525,2.19309,8.66701,-1.26449,1.15576,0.43249,31.2510152,75.7054050,0.560,256.50
5.611,-0.13408,2.92093,8.95431,0.64874,0.11484,-0.34331,31.2510152,75.7054050,0.560,256.50
5.714,-0.67516,3.55778,9.38527,0.06720,-0.00733,0.03054,31.2510152,75.7054050,0.560,256.50
5.818,0.22505,4.06057,9.00699,0.50824,-0.24923,0.29322,31.2510152,75.7054050,0.560,256.50
5.922,-0.69432,2.93050,10.16578,-0.83200,0.86743,0.19181,31.2510152,75.7054050,0.560,256.50
6.024,-1.41258,2.70545,9.01656,0.37507,-0.54123,-0.19426,31.2510168,75.7053973,0.700,256.50
6.127,-2.26491,2.98796,8.81545,-0.21869,-0.16738,0.30665,31.2510168,75.7053973,0.700,256.50
6.234,0.51236,3.67749,7.43160,-0.21502,0.20769,0.03299,31.2510168,75.7053973,0.700,256.50
6.338,-1.40300,2.71502,10.53928,-0.21136,-0.21258,-0.75503,31.2510168,75.7053973,0.700,256.50
6.442,-1.50835,3.33273,9.70131,0.43738,0.07086,0.16249,31.2510168,75.7053973,0.700,256.50
6.546,0.01915,3.03106,9.78750,0.28466,-0.58277,-0.11606,31.2510168,75.7053973,0.700,256.50
6.653,-0.25379,1.70467,10.96544,-1.22540,1.02503,-0.73793,31.2510168,75.7053973,0.700,256.50
6.761,-1.07739,2.84431,8.46590,0.89553,-0.52657,-0.51557,31.2510168,75.7053973,0.700,256.50
6.870,-1.32160,3.69665,8.19775,0.75869,-0.26145,0.45937,31.2510168,75.7053973,0.700,256.50
6.978,-0.09098,3.49553,9.54808,1.23150,-1.66888,-0.70738,31.2510179,75.7053879,0.760,256.50
7.084,-1.32160,2.15957,11.42034,-1.25227,0.01588,-0.57055,31.2510179,75.7053879,0.760,256.50
7.189,-2.37505,3.07894,7.43639,0.08308,0.39828,0.01710,31.2510179,75.7053879,0.760,256.50
7.293,-0.18675,3.42850,8.10198,-0.30421,0.07086,0.69516,31.2510179,75.7053879,0.760,256.50
7.396,0.69432,4.09408,9.76834,-0.03421,-0.00977,0.06842,31.2510179,75.7053879,0.760,256.50
7.499,1.15879,4.81235,10.33337,0.91263,0.04032,-0.44471,31.2510179,75.7053879,0.760,256.50
7.603,1.79565,3.38061,12.12424,-0.28222,-0.05620,-0.12706,31.2510179,75.7053879,0.760,256.50
7.707,1.55144,3.50511,8.14986,0.00122,-0.12950,-0.39951,31.2510179,75.7053879,0.760,256.50
7.811,-0.17238,2.35111,8.37013,0.39095,-0.60109,-1.00304,31.2510179,75.7053879,0.760,256.50
7.914,-1.77650,4.87459,6.96713,0.65851,0.21258,-0.59498,31.2510179,75.7053879,0.760,256.50
8.018,-1.53708,5.21936,8.21211,0.27978,0.16982,0.55344,31.2510191,75.7053753,0.800,256.50
8.121,-0.35434,5.93283,8.05888,0.12462,-0.30177,0.54856,31.2510191,75.7053753,0.800,256.50
8.224,-0.18675,4.55856,9.12670,-0.37385,0.03665,0.45448,31.2510191,75.7053753,0.800,256.50
8.327,0.07661,3.42850,9.75398,-0.36163,0.15516,-0.09285,31.2510191,75.7053753,0.800,256.50
8.431,-1.82438,4.34308,7.08684,0.38851,0.45448,-0.00977,31.2510191,75.7053753,0.800,256.50
8.535,-0.11013,6.12437,7.72848,0.27733,0.05253,0.15149,31.2510191,75.7053753,0.800,256.50
8.638,0.84755,7.90087,8.20253,-0.51924,-0.20281,0.21747,31.2510191,75.7053753,0.800,256.50
8.741,1.45567,3.28484,11.87045,0.20036,-0.97250,-0.37141,31.2510191,75.7053753,0.800,256.50
8.846,1.75256,4.55856,6.39731,-0.37629,0.05620,-0.58521,31.2510191,75.7053753,0.800,256.50
8.949,0.60813,3.17471,8.20253,-0.07819,-0.36896,-0.69394,31.2510241,75.7053496,0.960,256.50
9.052,-0.28730,3.70144,8.24563,-0.05253,-0.22846,-0.54856,31.2510241,75.7053496,0.960,256.50
9.154,-1.79565,3.65834,11.07558,-0.68417,-0.25779,0.65118,31.2510241,75.7053496,0.960,256.50
9.258,-0.03831,1.85311,12.53125,0.31154,-0.49724,-0.06597,31.2510241,75.7053496,0.960,256.50
9.363,-2.13084,3.45723,6.20577,0.32254,0.66829,0.56200,31.2510241,75.7053496,0.960,256.50
9.468,0.35434,3.75890,7.32626,0.18937,0.09652,0.81245,31.2510241,75.7053496,0.960,256.50
9.573,1.11570,4.63996,7.92002,0.13928,0.00489,0.38973,31.2510241,75.7053496,0.960,256.50
9.677,2.15478,6.29196,8.87770,0.32987,-0.51068,0.01955,31.2510241,75.7053496,0.960,256.50
9.779,3.05979,3.16992,12.55041,-0.16127,-0.10873,-0.04520,31.2510241,75.7053496,0.960,256.50
9.883,2.86825,3.86424,7.39329,-0.15394,0.14416,-0.37018,31.2510241,75.7053496,0.960,256.50
9.985,2.30322,3.63919,7.22570,0.10018,-0.19792,-0.70127,31.2510300,75.7053227,0.970,283.70
10.088,1.18274,4.06057,8.68138,-0.02199,-0.10996,-0.29322,31.2510300,75.7053227,0.970,283.70
10.192,0.17717,4.44364,9.27993,0.32987,0.45082,0.22113,31.2510300,75.7053227,0.970,283.70
10.298,0.56024,4.61123,9.50977,-0.56322,0.44227,0.64630,31.2510300,75.7053227,0.970,283.70
10.403,0.24421,3.73495,7.59441,0.70127,-0.07697,-0.05009,31.2510300,75.7053227,0.970,283.70
10.507,0.31125,4.90811,6.07170,-0.38118,0.63530,0.55100,31.2510300,75.7053227,0.970,283.70
10.610,1.07739,4.17549,9.46667,-0.46548,0.28100,0.49358,31.2510300,75.7053227,0.970,283.70
10.713,0.97205,4.82192,7.83383,0.15394,-0.01710,-0.01588,31.2510300,75.7053227,0.970,283.70
10.817,1.32160,5.45878,9.16500,0.21991,-0.23946,-0.28222,31.2510300,75.7053227,0.970,283.70
10.922,1.13964,6.23929,9.29908,0.21380,-0.64996,-0.35797,31.2510300,75.7053227,0.970,283.70
11.025,1.41258,3.64398,8.47547,0.21869,-0.35919,-0.47770,31.2510332,75.7053056,0.800,284.90
11.129,1.24977,3.21781,8.33182,-0.50702,0.14539,-0.20403,31.2510332,75.7053056,0.800,284.90
11.235,0.95768,3.23217,8.03494,-0.03054,-0.00122,-0.26878,31.2510332,75.7053056,0.800,284.90
11.339,1.09176,3.83072,8.64307,0.02566,-0.21991,-0.12339,31.2510332,75.7053056,0.800,284.90
11.443,0.20590,4.21858,11.62624,-0.22358,0.33353,0.34208,31.2510332,75.7053056,0.800,284.90
11.548,0.36871,3.73495,9.71567,-1.00793,0.35552,0.94073,31.2510332,75.7053056,0.800,284.90
11.652,0.25379,3.33752,8.44674,0.63163,0.65485,0.31276,31.2510332,75.7053056,0.800,284.90
11.756,-0.67038,3.57694,7.75721,-0.28588,0.38240,0.97005,31.2510332,75.7053056,0.800,284.90
11.860,1.68073,3.96480,6.09564,-0.38118,-0.19548,0.66951,31.2510332,75.7053056,0.800,284.90
11.964,1.16358,4.47716,9.62948,0.18570,0.96150,0.10140,31.2510355,75.7052887,0.870,281.00
12.066,1.07739,4.73573,10.31901,0.35675,-0.83566,0.08308,31.2510355,75.7052887,0.870,281.00
12.168,2.46124,2.71024,10.80264,-0.52901,0.44349,0.02566,31.2510355,75.7052887,0.870,281.00
12.274,1.80044,4.08930,7.18261,1.12033,0.26145,-0.77213,31.2510355,75.7052887,0.870,281.00
12.379,0.49799,2.77249,8.04931,-0.90164,-0.02810,-0.38362,31.2510355,75.7052887,0.870,281.00
12.483,0.18675,3.50990,8.13550,0.22235,0.09285,0.06231,31.2510355,75.7052887,0.870,281.00
12.588,-0.46448,4.35266,10.03649,-0.14294,0.48136,0.38973,31.2510355,75.7052887,0.870,281.00
12.694,-0.63686,4.18028,10.88404,-0.24312,-0.15394,0.69883,31.2510355,75.7052887,0.870,281.00
12.798,-1.51792,1.33596,9.63427,0.35797,-0.20281,0.39706,31.2510355,75.7052887,0.870,281.00
12.901,-1.64721,2.55701,6.78517,0.28100,0.73059,0.70983,31.2510355,75.7052887,0.870,281.00
13.006,-0.16281,3.70144,7.79073,-0.19303,0.35186,0.90408,31.2510361,75.7052678,0.990,270.00
13.110,0.53630,4.15155,9.94073,-0.10140,0.00489,0.33842,31.2510361,75.7052678,0.990,270.00
13.214,0.04788,4.91290,11.07558,0.58277,-0.09285,0.00122,31.2510361,75.7052678,0.990,270.00
13.319,1.04387,3.40455,11.44907,-0.57177,-0.00244,-0.15760,31.2510361,75.7052678,0.990,270.00
13.424,1.28808,3.67749,7.53216,0.25412,0.57299,-0.51924,31.2510361,75.7052678,0.990,270.00
13.528,0.10534,1.88663,8.60476,0.17837,-0.59865,-0.58521,31.2510361,75.7052678,0.990,270.00
13.633,-0.33040,3.36146,7.59441,0.19548,-0.16493,-0.30055,31.2510361,75.7052678,0.990,270.00
13.738,-0.60813,4.08451,10.14663,-0.14172,0.16616,0.00122,31.2510361,75.7052678,0.990,270.00
13.843,-0.96726,4.62081,10.97023,0.16982,-0.25656,0.22846,31.2510361,75.7052678,0.990,270.00
13.946,-0.96247,2.39899,8.81545,0.37996,-0.16860,0.00733,31.2510331,75.7052479,1.010,259.70
14.048,-1.02472,3.65834,5.72693,0.03665,0.67684,0.64141,31.2510331,75.7052479,1.010,259.70
14.152,-0.25379,3.56257,7.56568,-0.53390,0.41417,0.85399,31.2510331,75.7052479,1.010,259.70
14.256,0.12929,3.59130,9.37091,-0.65729,0.13928,0.28711,31.2510331,75.7052479,1.010,259.70
14.362,-0.81403,3.78763,10.64462,0.68050,0.01222,0.02077,31.2510331,75.7052479,1.010,259.70
14.465,0.19154,2.15478,12.84729,-0.64874,0.28833,-0.16616,31.2510331,75.7052479,1.010,259.70
14.566,-0.53151,2.67193,9.50498,0.56322,0.36774,-0.25045,31.2510331,75.7052479,1.010,259.70
14.671,-2.05901,1.01993,8.64307,0.60598,-0.66218,-0.29444,31.2510331,75.7052479,1.010,259.70
14.774,-1.25935,2.88741,7.65187,-0.22846,0.10629,0.38485,31.2510331,75.7052479,1.010,259.70
14.879,-2.57616,3.15077,8.70532,0.76603,0.44960,1.09589,31.2510331,75.7052479,1.010,259.70
14.984,-0.37350,2.08296,10.48660,-1.49784,-0.64141,0.61697,31.2510278,75.7052278,0.950,256.40
15.088,-2.88741,3.49553,9.06445,-0.65729,0.83689,0.77213,31.2510278,75.7052278,0.950,256.40
15.192,0.34955,3.96959,7.20176,0.17104,0.12584,0.91630,31.2510278,75.7052278,0.950,256.40
15.296,-0.80924,3.17950,9.24641,-0.35186,-0.01344,0.43982,31.2510278,75.7052278,0.950,256.40
15.400,-1.46525,3.85466,12.16733,0.53878,0.29322,0.17226,31.2510278,75.7052278,0.950,256.40
15.502,-0.89064,2.58574,13.26867,-0.85032,0.12950,0.49114,31.2510278,75.7052278,0.950,256.40
15.605,1.15879,2.13084,6.80432,1.64567,-0.11729,-0.44838,31.2510278,75.7052278,0.950,256.40
15.708,0.58419,2.58095,7.17782,-0.81245,-0.32865,-0.14539,31.2510278,75.7052278,0.950,256.40
15.810,1.05824,2.51870,9.30387,-0.24190,0.32742,-0.22358,31.2510278,75.7052278,0.950,256.40
15.914,-1.20189,3.39977,11.41555,0.16371,-0.12828,-0.05009,31.2510278,75.7052278,0.950,256.40
16.017,-1.30723,4.07014,10.43872,0.61331,0.05498,0.39584,31.2510241,75.7052158,0.830,240.20
16.120,-1.18274,0.80445,10.74039,-0.89064,-0.61575,0.29077,31.2510241,75.7052158,0.830,240.20
16.223,-2.79643,2.64320,6.61278,0.92974,0.60598,0.09041,31.2510241,75.7052158,0.830,240.20
16.327,-1.47004,3.27527,7.51300,-0.07697,-0.34331,0.38240,31.2510241,75.7052158,0.830,240.20
16.430,0.05267,5.00867,8.16902,0.09896,0.33964,0.33720,31.2510241,75.7052158,0.830,240.20
16.534,-1.55623,4.24253,11.31021,0.60476,0.55589,0.14661,31.2510241,75.7052158,0.830,240.20
16.639,0.69432,7.06768,9.08839,0.31398,-0.88087,-0.22358,31.2510241,75.7052158,0.830,240.20
16.743,0.69911,3.23696,9.97903,0.31887,-0.80390,-0.44227,31.2510241,75.7052158,0.830,240.20
16.848,1.06303,3.13640,8.88249,-0.01833,0.05498,-0.52168,31.2510241,75.7052158,0.830,240.20
16.951,1.09176,4.58729,6.27760,0.32620,-0.52779,-0.29444,31.2510170,75.7052063,0.870,231.60
17.053,1.44610,4.26647,9.11712,-0.18692,-0.61697,0.02077,31.2510170,75.7052063,0.870,231.60
17.158,-0.36392,4.54419,10.93192,0.49358,0.71838,-0.01466,31.2510170,75.7052063,0.870,231.60
17.262,-1.17795,5.23373,7.80510,-0.71227,0.32987,0.27245,31.2510170,75.7052063,0.870,231.60
17.366,-0.31125,4.39097,7.17782,-0.27733,0.70983,0.21502,31.2510170,75.7052063,0.870,231.60
17.470,-0.03352,3.52426,8.73884,-0.48258,0.27122,0.22969,31.2510170,75.7052063,0.870,231.60
17.572,0.30646,4.98473,6.74686,0.02566,-0.01222,0.29810,31.2510170,75.7052063,0.870,231.60
17.676,1.10612,5.38695,8.13550,-0.08552,-0.21991,-0.06842,31.2510170,75.7052063,0.870,231.60
17.781,2.63362,6.40688,10.07959,-0.18570,-0.50091,-0.35308,31.2510170,75.7052063,0.870,231.60
17.884,2.75812,0.69432,13.01488,-0.17471,-0.66462,-1.20829,31.2510170,75.7052063,0.870,231.60
17.988,0.91459,2.00155,8.03494,-0.50580,0.55100,-1.25960,31.2510121,75.7051952,1.030,231.40
18.090,1.30245,1.90100,8.48505,0.17715,-0.74403,-1.75318,31.2510121,75.7051952,1.030,231.40
18.193,0.06225,2.81558,10.01255,0.05742,-0.71105,-1.19852,31.2510121,75.7051952,1.030,231.40
18.297,-1.58017,1.57060,13.28782,-0.16127,-1.25960,-0.58277,31.2510121,75.7051952,1.030,231.40
18.406,-2.39899,0.05267,12.63660,-0.28833,-0.17471,-0.55711,31.2510121,75.7051952,1.030,231.40
18.511,-2.88262,2.71981,5.35344,1.14354,0.31643,-0.00855,31.2510121,75.7051952,1.030,231.40
18.615,-0.06704,2.70545,6.76601,-0.11118,0.84422,0.87476,31.2510121,75.7051952,1.030,231.40
18.719,1.24498,4.09887,7.42681,-0.87842,0.77946,0.92363,31.2510121,75.7051952,1.030,231.40
18.823,1.87705,3.66313,12.66054,-0.36530,-0.16371,-0.15394,31.2510121,75.7051952,1.030,231.40
18.928,1.98719,5.31513,12.57435,-0.02321,-0.47525,-0.69516,31.2510121,75.7051952,1.030,231.40
19.031,1.41258,0.64165,12.11466,1.18997,-0.23335,-1.54549,31.2510089,75.7051826,1.080,249.70
19.135,-0.68953,1.75734,6.59842,1.16675,-0.48014,-1.25838,31.2510089,75.7051826,1.080,249.70
19.237,-0.28730,2.61447,7.46033,0.22724,-0.88698,-0.70005,31.2510089,75.7051826,1.080,249.70
19.343,-0.85712,3.39498,9.28471,0.09529,-0.72571,-0.13195,31.2510089,75.7051826,1.080,249.70
19.446,-1.49877,3.10767,11.62146,-0.40684,0.15516,0.22480,31.2510089,75.7051826,1.080,249.70
19.551,-1.20668,2.28407,10.65420,-1.15087,0.27978,-0.06720,31.2510089,75.7051826,1.080,249.70
19.657,-2.20267,3.05500,6.84263,0.24190,0.71349,0.11240,31.2510089,75.7051826,1.080,249.70
19.762,-1.55623,3.75411,7.17782,-0.35797,0.50335,0.76480,31.2510089,75.7051826,1.080,249.70
19.867,-0.09098,3.84509,8.41323,-0.60109,0.29077,0.90042,31.2510089,75.7051826,1.080,249.70
19.971,0.36392,3.81636,12.31577,0.48503,-0.05009,0.04154,31.2510100,75.7051692,1.050,271.60
20.074,0.11013,4.74531,10.94629,-0.81367,0.76114,0.01344,31.2510100,75.7051692,1.050,271.60
20.178,0.10534,2.83473,8.26478,0.38973,0.27000,-0.43005,31.2510100,75.7051692,1.050,271.60
20.283,-0.44053,1.67594,7.75721,0.20525,-0.78679,-0.31154,31.2510100,75.7051692,1.050,271.60
20.388,-1.94409,2.42772,8.44196,0.13317,-0.09163,-0.05009,31.2510100,75.7051692,1.050,271.60
20.492,-3.28006,2.96881,9.27035,0.71593,0.23213,0.74281,31.2510100,75.7051692,1.050,271.60
20.596,-0.32082,4.04620,8.69574,-1.63101,0.22113,1.10444,31.2510100,75.7051692,1.050,271.60
20.700,-1.03908,3.36625,10.11790,0.28833,0.74648,0.16860,31.2510100,75.7051692,1.050,271.60
20.805,-2.37984,3.28006,8.01100,0.09896,0.11484,0.65729,31.2510100,75.7051692,1.050,271.60
20.910,-0.43096,4.46279,6.69898,-0.02443,0.46181,0.81001,31.2510100,75.7051692,1.050,271.60
21.014,-0.21069,4.39097,9.29429,-0.49602,0.03543,0.32498,31.2510095,75.7051552,0.990,278.50
21.119,-0.45969,4.91769,11.76990,-0.58887,0.48869,0.25045,31.2510095,75.7051552,0.990,278.50
21.222,0.35434,1.76213,9.95509,1.21929,-0.32009,-0.37385,31.2510095,75.7051552,0.990,278.50
21.326,-1.65200,2.15478,8.53772,-0.12828,0.25168,-0.30543,31.2510095,75.7051552,0.990,278.50
21.430,-0.47405,2.90177,7.66145,0.36652,0.03421,-0.27611,31.2510095,75.7051552,0.990,278.50
21.533,-1.62327,2.97360,9.38527,-0.05742,-0.08919,-0.00489,31.2510095,75.7051552,0.990,278.50
21.638,-2.44209,3.50990,11.24796,0.01588,0.43249,0.20525,31.2510095,75.7051552,0.990,278.50
21.742,-3.59609,2.85868,9.69173,-0.94440,0.22358,0.54611,31.2510095,75.7051552,0.990,278.50
21.847,-2.36547,2.72460,7.01022,0.25045,0.65851,0.54367,31.2510095,75.7051552,0.990,278.50
21.951,-2.78206,2.84431,7.76200,-0.77336,0.12462,0.89919,31.2510069,75.7051437,0.880,267.30
22.054,-0.82839,3.40934,7.87214,-0.36285,0.37507,0.93585,31.2510069,75.7051437,0.880,267.30
22.157,-1.35512,4.05578,9.09797,-0.12828,0.30055,0.40684,31.2510069,75.7051437,0.880,267.30
22.262,-1.72383,4.84108,10.36211,0.20892,0.19792,0.05131,31.2510069,75.7051437,0.880,267.30
22.365,0.79966,5.11880,10.28070,-0.00611,-1.30359,-0.55589,31.2510069,75.7051437,0.880,267.30
22.470,-0.04788,1.85790,9.40442,0.57544,-0.60964,-0.98838,31.2510069,75.7051437,0.880,267.30
22.578,-0.56503,1.71425,9.26556,0.03665,-0.47770,-0.89064,31.2510069,75.7051437,0.880,267.30
22.681,-1.55144,2.64320,8.01579,0.65851,-0.47525,-0.41661,31.2510069,75.7051437,0.880,267.30
22.784,-0.50757,3.75411,7.74764,-0.17226,-0.46670,-0.24679,31.2510069,75.7051437,0.880,267.30
22.889,-2.02549,3.05021,12.19606,-0.26634,0.54245,-0.23579,31.2510069,75.7051437,0.880,267.30
22.993,-2.10211,3.26569,10.27112,-0.41050,0.38729,0.17349,31.2510050,75.7051333,0.980,253.80
23.096,-1.75734,2.98318,7.83862,0.30910,0.41294,0.34086,31.2510050,75.7051333,0.980,253.80
23.197,-0.98162,2.74376,6.32069,-0.09285,0.22602,0.49358,31.2510050,75.7051333,0.980,253.80
23.303,-0.18675,4.39097,6.90967,-0.44104,0.57421,0.54123,31.2510050,75.7051333,0.980,253.80
23.410,0.89064,4.32393,9.81623,-0.51313,-0.23824,0.21258,31.2510050,75.7051333,0.980,253.80
23.513,-0.06225,4.60166,12.20564,-0.22969,-0.29566,-0.36285,31.2510050,75.7051333,0.980,253.80
23.616,0.20590,1.01035,12.79940,-0.31765,-0.43494,-0.81001,31.2510050,75.7051333,0.980,253.80
23.720,0.81882,2.78206,8.33182,0.85032,0.65607,-1.29870,31.2510050,75.7051333,0.980,253.80
23.825,-1.70467,1.08218,8.92080,0.82345,-0.62797,-1.16675,31.2510050,75.7051333,0.980,253.80
23.929,-1.91536,2.80122,8.11156,0.68906,-0.70127,-0.41539,31.2510028,75.7051227,1.040,254.50
24.031,-2.17394,3.15556,9.87369,0.28344,-0.86132,0.30665,31.2510028,75.7051227,1.040,254.50
24.134,-1.57538,1.19231,11.13304,-1.85703,-0.80146,-0.14783,31.2510028,75.7051227,1.040,254.50
24.236,-4.20901,3.39498,6.79474,1.24006,0.87965,-0.16493,31.2510028,75.7051227,1.040,254.50
24.339,-2.27449,3.90255,7.30232,-0.48747,0.08308,0.51435,31.2510028,75.7051227,1.040,254.50
24.444,-0.83797,3.96001,8.65743,-0.76725,0.22724,0.87476,31.2510028,75.7051227,1.040,254.50
24.548,-0.44532,4.41491,10.75954,0.23213,0.05742,0.28711,31.2510028,75.7051227,1.040,254.50
24.650,1.29287,4.91290,11.32936,-0.27367,-0.25045,0.18326,31.2510028,75.7051227,1.040,254.50
24.757,1.48919,1.69509,9.73004,1.16187,-0.42028,-0.49724,31.2510028,75.7051227,1.040,254.50
24.862,0.06225,2.22661,8.14507,-0.05253,-0.22846,-0.59498,31.2510028,75.7051227,1.040,254.50
24.966,-0.74220,3.34709,7.52737,0.77946,-0.10507,-0.41905,31.2510020,75.7051142,0.860,262.70
25.069,-0.26336,5.01346,7.83862,0.03421,-0.26145,0.06842,31.2510020,75.7051142,0.860,262.70
25.172,-1.08697,5.43963,10.40520,-0.64752,0.50213,0.47037,31.2510020,75.7051142,0.860,262.70
25.275,-2.21224,1.30245,12.44027,-0.75869,-0.08186,0.27733,31.2510020,75.7051142,0.860,262.70
25.378,-2.49955,3.09331,7.05332,0.67684,0.61697,0.14416,31.2510020,75.7051142,0.860,262.70
25.482,-1.14443,3.44286,6.98628,-0.15638,0.35064,0.56200,31.2510020,75.7051142,0.860,262.70
25.585,0.08619,4.19464,8.50899,-0.31398,0.32254,0.36408,31.2510020,75.7051142,0.860,262.70
25.690,0.40223,4.14676,11.41077,0.39951,-0.43738,-0.61820,31.2510020,75.7051142,0.860,262.70
25.795,-1.50835,1.02951,13.08671,-0.60964,-0.26512,-0.79046,31.2510020,75.7051142,0.860,262.70
25.899,0.27773,2.79164,8.03973,1.18997,0.23091,-1.29992,31.2510020,75.7051142,0.860,262.70
